id	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2	SARS-COV2	SARS-COV2	SARS-CoV-2_Rux	SARS-CoV-2_Rux	SARS-CoV-2_Rux
M6PR	492	1974	1668	565	531	514	710	805	618
FURIN	119	539	384	172	168	170	298	236	175
GTPBP4	403	1589	1233	902	1116	1178	1585	1702	1184
FLOT2	298	1422	1128	210	216	178	326	251	201
CTPS1	228	1264	938	301	350	307	544	459	381
DAD1	361	1712	1574	272	301	255	404	366	339
XBP1	231	1073	937	448	409	381	539	353	288
NCAPD2	122	571	411	115	126	110	137	157	140
AP1G1	437	1800	1356	665	678	707	1091	1216	861
OAS2	2	23	5	415	375	249	21	7	13
PRC1	96	432	286	133	159	137	217	222	156
HP1BP3	137	687	583	270	278	311	433	460	371
MAPK6	386	1741	1359	1259	1448	1569	2090	2238	1621
NOP58	358	1962	1439	809	940	1112	1111	1498	965
PPP6R1	342	1659	1181	351	333	312	552	377	325
SERP1	303	1459	1301	178	170	238	267	301	233
GORASP2	294	1323	1100	270	251	218	386	358	305
GOLGB1	495	2141	1615	919	897	823	1446	1291	983
RBM25	370	1699	1213	1129	1234	1268	1776	1805	1280
YARS	265	1429	1073	407	445	373	650	564	417
EPHX1	766	3506	2905	141	129	97	211	184	154
PARP4	318	1528	1145	398	333	319	373	346	257
MLLT6	153	660	584	267	284	277	315	320	201
SLK	329	1492	1094	916	953	1028	1497	1564	1017
PPP4R1	218	1010	787	420	435	417	594	566	407
GLUD1	373	1896	1405	439	392	449	637	668	485
RNF10	201	1167	912	491	554	518	766	737	512
PPDPF	80	371	281	59	67	62	115	100	61
WDR45B	356	1551	1199	699	947	1117	1258	1493	1029
STARD7	416	1994	1504	300	285	278	419	506	354
IER2	52	320	257	989	1088	1100	1617	1299	870
ARL6IP5	468	2013	1937	372	427	409	583	612	431
PSMD14	344	1810	1386	418	509	538	651	722	496
RSL24D1	342	1535	1379	611	713	823	1089	1243	837
CLUH	229	1164	827	313	354	351	515	390	285
CAPG	128	552	518	93	90	77	133	116	89
CDK4	399	2035	1781	522	578	517	836	778	581
LAMB2	312	1598	1363	272	285	220	432	322	266
TOMM40	349	1506	1294	274	236	195	463	401	296
SNX1	387	1748	1378	627	714	637	1049	926	776
LSM4	272	1247	1023	172	182	166	293	263	196
UBE2S	55	303	226	56	44	51	115	78	57
APRT	281	1400	1204	146	164	158	271	187	144
TRMT112	344	1416	1297	309	359	335	503	495	388
CXCL10	0	13	1	26	22	11	2	3	4
EIF2S1	422	2073	1580	712	740	772	1076	1123	804
EHBP1	422	2111	1636	532	533	548	775	692	534
EMP3	436	1645	1618	335	363	320	505	516	409
ZNF638	410	1941	1348	937	959	1029	1492	1597	942
SLFN5	120	550	370	173	144	133	127	75	83
DGKD	256	1333	1089	741	719	725	978	895	626
PSME4	374	1980	1471	1069	1173	1231	1614	1813	1344
PSMF1	295	1397	1079	455	459	332	506	457	349
BIRC3	231	1176	1047	1639	1827	1839	2809	2442	1908
SERINC3	372	1822	1506	263	291	269	392	367	318
ZNF664	414	2176	1508	630	663	675	1012	1098	798
MAZ	236	1105	887	202	222	248	441	338	279
QARS	282	1314	1143	186	179	195	298	260	188
MBTPS1	246	1244	925	202	192	165	297	298	233
API5	425	1911	1427	313	316	347	454	530	376
UBL5	331	1497	1265	165	180	180	238	237	171
ACP1	461	2169	1814	472	498	497	635	784	564
TP53I3	584	2899	2391	419	428	400	724	508	484
GLS	489	2277	2070	678	648	735	926	938	679
EMC10	311	1506	1178	141	172	131	191	158	122
PRR13	278	1282	1233	184	184	164	284	275	203
HEXA	566	2835	2488	508	480	457	811	700	586
CACYBP	484	2233	1805	338	392	363	389	484	349
EIF2A	278	1169	992	411	425	442	609	611	480
CENPF	50	279	153	92	95	75	155	106	87
USP5	391	1975	1569	236	240	201	310	315	260
CEACAM6	557	2329	2192	382	367	293	814	813	725
MFN2	202	925	673	289	344	362	507	477	372
SAR1A	299	1497	1174	422	427	379	560	620	417
RNPEP	205	1088	856	204	177	157	320	326	244
ARHGAP35	397	1805	1269	446	504	390	834	752	535
KDM2A	281	1065	900	890	1020	1136	1255	1404	1043
SNX17	417	1969	1736	352	342	316	556	446	393
PSMA5	355	1675	1520	351	406	439	520	565	394
CBX5	367	1672	1223	502	504	538	826	847	639
OXA1L	376	1680	1519	255	264	258	401	352	301
ILK	262	1182	975	447	451	414	657	598	490
PLXNA1	115	628	476	89	79	86	174	119	93
STK24	278	1177	911	295	273	246	329	293	254
ATP6V0C	191	870	705	207	221	217	309	275	192
CCNL1	174	836	659	3369	3790	4179	5005	5352	3870
VEZT	472	1989	1683	635	755	718	973	922	788
MDM2	996	5174	3602	2123	2217	2099	3690	2773	2867
MRPL51	241	1041	910	184	227	205	323	336	237
EXT2	276	1456	1059	239	233	183	281	328	199
LIPA	203	1020	833	288	269	221	151	130	133
BUB3	288	1462	1189	303	318	319	479	430	345
NOTCH2	249	1518	1078	333	366	397	550	486	407
AAMP	285	1451	1224	264	215	252	362	322	240
HDAC1	230	1117	893	209	184	176	265	267	209
MAP2K2	244	1019	893	227	191	230	388	266	203
CCAR1	403	1419	1184	969	1004	1094	1640	1790	1119
HADHB	403	1853	1623	244	259	236	365	359	260
TSPO	69	395	343	43	65	59	90	76	41
HGS	248	1408	1127	419	448	508	610	485	356
DLST	287	1322	1055	437	447	426	631	636	496
MT1E	0	1	0	0	0	0	0	0	0
USP34	471	2129	1566	1051	1065	1020	1552	1525	1065
MGST3	223	1134	941	149	162	170	206	290	198
ECT2	163	693	569	252	299	337	413	339	271
EREG	106	541	403	1427	1377	1556	2334	1994	1565
PCYOX1	396	1808	1375	170	118	107	196	256	199
SEL1L	362	1539	1234	228	267	280	502	487	369
PSMA3	372	1549	1232	468	456	416	566	640	440
SP100	150	719	512	979	925	830	463	399	311
COX7A2L	381	1733	1468	230	249	244	333	380	273
DUSP3	346	1504	1225	829	880	833	1378	1326	1036
KLF13	255	1359	986	288	288	289	391	397	306
TAOK1	424	2020	1486	1383	1428	1745	2295	2405	1776
MED24	138	728	535	200	172	180	295	274	195
DAZAP1	160	744	589	118	156	137	211	177	143
INPPL1	228	1143	869	275	279	228	494	340	309
MAP1LC3B	167	1009	773	965	1148	1233	1216	1579	1024
HERC2	368	1824	1300	400	344	378	697	655	461
CTBP2	296	1552	1232	390	489	478	736	658	534
ZC3H15	295	1286	1034	728	857	949	1214	1321	1001
MAGED1	220	943	789	135	104	102	199	174	128
CDC27	294	1477	1194	672	747	845	1059	1136	789
PKP3	86	410	390	84	109	84	195	108	96
GFPT1	415	2134	1776	358	373	390	597	520	406
CASC3	131	598	491	381	426	385	567	597	420
PRKCA	717	3449	2626	729	759	787	1084	1093	851
COX5A	269	1425	1056	256	266	248	273	326	241
TNFAIP1	374	1891	1459	754	833	743	1079	881	659
TRPC4AP	305	1686	1457	492	523	508	740	728	495
USO1	227	1020	810	321	305	301	410	374	263
LMO7	478	2134	1715	938	932	994	1304	1391	921
DDX6	286	1243	972	270	311	305	430	419	339
TIMP3	7	31	28	17	31	37	33	55	25
ADH5	229	1026	895	140	122	88	160	176	121
LGR4	562	2552	2065	500	458	356	499	486	368
MBNL1	474	2105	1799	413	464	514	698	662	575
MBOAT7	485	2029	1959	300	330	262	374	321	218
PIGT	359	1619	1303	253	249	211	320	325	232
P4HA1	578	2442	2083	901	1211	1358	1451	2321	1589
SZRD1	250	1204	853	361	393	412	480	515	413
PACSIN2	203	932	749	184	220	233	293	290	218
LIMCH1	754	3348	2676	850	939	1056	1301	1438	1001
SRSF11	258	1252	1029	698	769	900	1199	1256	835
ADM	419	2044	1649	2496	3748	4909	3895	4870	3285
RAB13	221	1047	887	309	307	285	360	349	274
CPNE1	218	1198	1058	324	355	345	527	500	341
DNM2	344	1597	1196	224	228	218	438	492	328
AMOTL2	167	862	740	508	539	497	712	577	480
MANF	189	821	603	120	145	108	182	201	152
NASP	197	904	644	261	281	224	323	346	278
RIC8A	278	1314	1115	411	410	348	589	490	393
GSK3A	354	1644	1298	455	455	436	683	648	529
EPN1	215	1074	689	225	206	187	334	217	160
IPO9	311	1579	1133	263	253	256	388	343	336
NSFL1C	280	1159	987	209	228	249	354	324	232
DSG3	0	0	0	1	0	1	1	0	0
EFEMP1	20	96	76	20	26	27	19	35	16
PTPRJ	366	2102	1717	626	685	659	1047	992	795
GLRX3	368	1734	1411	387	404	416	601	613	448
C1S	347	1512	1294	692	599	516	215	237	141
SNRPG	341	1443	1142	415	478	517	613	798	552
AMOTL1	209	1035	807	157	141	142	255	240	190
ANKRD17	276	1251	1010	526	515	469	794	769	636
BNIP3	676	3343	2966	663	1003	1221	1061	1580	1110
NDUFV2	236	1010	883	294	252	275	339	352	255
ENAH	374	1758	1533	392	402	372	610	540	452
BIRC6	573	2678	1986	1037	1161	1090	1525	1398	1139
ARL6IP4	236	1074	880	232	265	262	397	318	267
SHMT2	262	1465	1157	273	304	263	424	318	270
SETD5	301	1457	1122	1258	1419	1444	2047	1962	1488
DUSP6	31	151	119	113	141	152	164	152	123
CDK5RAP3	213	1003	859	274	256	295	471	382	279
POMP	319	1520	1335	417	437	435	442	606	414
PPP6R3	305	1411	1087	366	370	507	633	735	517
PDXDC1	206	1158	793	280	254	240	416	402	275
PLIN3	230	1218	1175	356	348	329	281	219	183
CNTN1	1116	4807	4025	327	351	318	773	774	569
LSS	111	628	513	126	121	121	202	151	132
SRP68	354	1650	1272	429	464	423	651	677	500
RPA1	411	2065	1516	190	187	173	284	309	242
IGSF3	132	560	432	126	122	121	230	217	157
RBM42	208	1050	769	236	229	242	401	309	191
SYMPK	276	1581	1139	400	410	398	652	567	442
DNAJB11	276	1213	939	256	281	249	374	417	320
GART	195	1107	859	296	306	303	423	418	342
PIP5K1A	205	1010	742	713	763	778	1095	1071	775
EXOC7	275	1162	911	209	221	186	309	284	218
SETD7	310	1340	1017	240	242	240	406	364	321
DHRS3	230	1089	957	446	505	584	793	738	508
IFITM2	77	245	253	277	270	197	36	36	16
SEC13	256	1244	1023	194	230	217	274	271	234
CBX1	188	966	714	214	208	206	291	309	247
ZBTB4	302	1315	1014	454	465	489	722	667	489
DAP3	303	1486	1335	309	328	336	463	481	362
POLD4	243	1286	1143	262	272	269	396	274	221
SRP72	204	926	769	308	313	317	444	459	367
OCIAD1	342	1758	1363	460	479	475	741	714	542
ATP2B1	668	2853	2326	679	626	649	993	932	643
NOC2L	159	802	592	106	98	103	198	169	110
ARHGEF1	126	716	456	165	191	169	245	199	179
ANAPC5	247	1394	1007	126	138	132	233	224	177
TRIB3	369	2028	1765	803	844	967	1122	909	641
MAPK1	298	1332	938	284	328	304	442	494	369
CTDNEP1	290	1387	1228	530	544	508	796	717	589
DUSP5	330	1619	1606	1241	1609	1522	1544	1490	1049
EBNA1BP2	228	1146	903	152	155	136	237	212	177
RBFOX2	221	922	794	357	342	386	452	494	383
EIF4A3	254	1206	1054	367	528	655	439	756	482
POLR2E	176	992	740	112	103	102	175	154	116
DRAP1	113	582	455	107	152	157	301	199	163
CEBPB	99	566	520	940	953	1016	1145	881	656
WBP2	177	842	694	436	559	614	879	737	496
ADIPOR2	313	1603	1153	310	334	315	453	454	357
CNN3	221	962	853	139	151	155	214	264	188
SEC23B	386	1769	1368	459	482	487	692	676	534
TGFB1	215	856	623	238	261	195	364	277	245
OTUB1	259	1116	1000	280	290	240	417	344	243
TMEM43	370	1656	1319	228	249	217	377	344	252
PPP4C	234	1310	1163	332	375	370	505	437	357
WDR26	220	1205	841	1059	1213	1399	1718	1731	1364
TRIP10	183	800	680	421	423	424	760	583	429
ATP6V1E1	341	1573	1377	256	280	242	381	364	311
KLF5	216	837	742	732	749	836	905	755	624
PCBD1	435	1996	1681	334	371	333	470	505	360
RBMS2	131	540	415	261	240	211	263	260	188
ANKFY1	310	1707	1272	598	575	564	502	540	419
CAD	195	1057	778	181	163	122	305	261	222
GDE1	381	1851	1428	418	418	409	582	590	457
STMN1	124	665	513	57	89	93	111	131	89
CTSA	295	1565	1263	217	208	151	258	250	187
C4orf3	334	1379	1354	420	501	570	521	707	510
NUP210	339	1990	1267	146	175	157	269	258	191
SLC38A10	203	1295	957	188	176	151	315	196	173
ITGB6	5	11	20	1	2	2	3	3	5
NIPSNAP1	255	1137	1031	217	193	140	299	259	235
EML4	407	1916	1356	460	453	451	645	709	549
ELAC2	224	1082	925	211	193	149	271	260	227
NCSTN	229	992	782	152	155	124	197	186	173
ENTPD6	289	1552	1361	241	241	211	277	231	172
ZDHHC7	253	1182	900	341	313	306	492	515	359
SLC39A6	215	986	731	164	186	183	188	203	163
AP2A1	287	1370	979	202	243	214	326	286	221
AJUBA	243	1260	1054	315	297	271	638	438	376
SLC44A2	30	136	106	28	43	49	84	81	82
THSD4	191	892	681	312	281	251	465	323	299
RER1	202	956	771	202	244	217	325	300	226
SMG5	264	1355	957	441	467	408	706	577	473
FOSL1	81	484	382	929	1115	1160	1761	1662	1321
DNAJC5	226	1013	861	264	314	275	428	378	302
TMEM50A	218	982	816	265	284	260	209	229	186
FGD5-AS1	221	1139	907	233	257	240	383	405	298
EHBP1L1	158	768	556	266	223	258	336	284	193
CMTM6	182	1007	744	269	258	292	399	407	302
NPC2	141	706	609	122	116	104	119	133	105
CRK	345	1644	1323	435	472	443	636	731	565
VAMP3	258	1284	960	274	278	253	350	404	309
TGIF1	152	736	627	332	327	295	392	294	262
PDS5A	240	1193	877	247	264	245	366	366	273
ABLIM1	310	1575	1207	490	492	504	671	599	452
TRNP1	297	1327	1229	170	202	164	314	281	265
TRIM29	13	26	20	12	17	13	31	25	18
LUZP1	218	999	783	498	481	535	665	591	533
FKBP3	357	1674	1306	252	258	209	294	319	246
TMPO	174	818	673	163	171	157	202	201	148
DDX18	204	1116	836	277	368	398	435	595	415
GGNBP2	256	1246	984	600	616	620	928	878	702
FERMT1	32	218	182	49	36	22	60	49	45
WDR6	171	809	710	217	178	168	349	315	221
TPP1	302	1324	1210	286	249	265	397	366	332
NNMT	126	534	446	187	137	122	125	57	55
SAP18	279	1017	807	284	382	332	478	453	336
IFIH1	9	51	41	629	528	400	54	38	24
PSEN1	305	1278	1041	347	331	293	371	372	290
PCNP	320	1529	1447	683	785	939	1214	1283	946
SLC16A1	237	1272	1021	180	196	172	238	199	182
ID3	202	877	826	474	433	407	493	329	268
TSPAN1	6	38	41	5	4	7	14	14	11
UBE2E1	243	1298	1241	446	458	475	559	564	408
CALCOCO2	252	1096	911	468	507	458	625	564	410
EPB41L1	442	1691	1544	301	251	236	444	344	299
UBTF	238	1013	788	228	213	176	335	299	260
AP2S1	172	890	676	133	132	130	172	176	124
PHLDB2	126	658	569	350	395	463	480	484	365
KLC1	183	983	737	219	253	221	349	380	282
GNL3	265	1118	936	318	386	437	561	639	455
SNHG1	275	1559	1110	1798	2038	2009	2862	2931	2176
IFI27	9	74	33	317	349	212	22	16	9
LONP1	466	2349	1759	397	543	645	662	681	472
MARCKSL1	132	654	538	87	77	64	107	79	95
BAZ1A	225	979	814	774	867	892	1140	998	796
NDUFA13	234	1208	993	82	91	67	154	133	88
PTPN1	130	631	493	301	303	315	368	377	295
HJURP	160	662	529	306	249	245	396	389	248
IVNS1ABP	168	735	706	187	225	226	296	345	231
CHMP1A	229	1142	891	354	353	377	519	446	296
KHSRP	211	1221	873	276	336	285	419	388	281
PNPT1	138	612	486	1011	960	892	331	304	201
DNAJC8	244	1083	928	513	588	544	771	785	578
PTPRM	391	1773	1353	499	519	517	854	796	554
CTDSP2	60	309	273	428	465	416	566	623	372
EIF4G3	290	1266	934	384	361	358	618	635	468
SRSF9	177	780	550	211	230	225	296	311	229
PRPF31	267	1543	1048	179	237	221	338	309	213
USF2	240	1010	790	300	317	394	527	496	323
XPO6	215	1127	924	485	580	503	796	741	594
ERF	199	870	756	493	515	488	1151	849	581
UBE2N	188	811	743	328	437	429	530	625	476
TRAPPC1	345	1584	1320	278	291	243	424	404	308
LPGAT1	332	1511	1241	742	722	771	976	1036	743
DLG5	268	1274	909	311	274	237	441	415	328
PFKL	355	1895	1437	219	264	216	453	340	260
RSRC2	222	941	689	2240	2730	3009	3591	4514	2760
TTC3	275	1164	869	209	181	232	394	440	322
CCND2	1	6	3	2	2	3	1	1	2
URI1	421	1920	1493	369	406	466	693	765	556
KRT15	10	37	43	12	15	14	20	9	12
C12orf75	302	1121	1002	260	284	316	502	487	368
SOX9	104	374	377	622	739	905	1550	1516	958
RBM8A	217	865	652	312	365	380	460	551	372
DYNLRB1	206	907	764	210	228	217	320	339	205
ATRAID	302	1263	1084	151	138	108	208	236	153
LRPAP1	234	1229	865	122	122	113	218	154	145
DDX27	210	882	651	251	238	241	394	386	294
MT1X	135	450	516	333	477	481	343	423	279
PES1	293	1250	1069	317	324	349	510	509	371
EFNA1	81	418	389	3281	3647	3885	5524	4716	3377
SHKBP1	216	1140	817	262	285	281	377	343	235
NDUFV1	208	1012	772	87	106	85	167	132	106
RRM1	355	1824	1186	227	250	229	321	281	235
SPATA20	279	1479	1220	289	316	260	625	492	340
MTCH2	298	1441	1209	256	248	266	394	443	307
WNT7B	148	937	736	236	219	223	441	334	220
LTBP3	238	1222	938	189	179	223	350	253	236
SNX6	248	1190	1000	400	390	415	482	515	337
NDUFB8	340	1507	1296	143	133	120	232	167	137
TMEM230	289	1364	1209	170	166	169	239	232	172
NDUFS2	163	765	719	156	146	135	245	211	142
BAX	391	1837	1685	503	520	518	893	696	560
SMARCC2	207	897	661	206	182	194	313	329	208
GRSF1	294	1496	1214	408	441	447	558	598	468
TMEM147	190	929	781	130	132	159	217	188	163
SCAF11	329	1452	1135	756	742	789	1133	1147	900
ETFB	360	1479	1291	112	123	95	219	158	118
MAP2K1	226	1134	881	345	521	582	419	577	458
MEGF8	357	1695	1239	223	212	172	352	278	211
KRT13	0	1	2	1	0	1	3	4	1
WDR43	292	1415	1199	1124	1281	1347	1763	1969	1419
CLDN7	4	13	8	1	3	2	1	5	2
KRT80	245	1291	1232	435	448	407	757	639	561
OSBPL9	250	1066	856	376	416	415	596	640	433
PRMT5	240	1084	861	195	223	183	308	369	263
BMS1	277	1273	925	455	484	516	680	803	535
KDM5B	232	1077	851	1115	1183	1325	1730	1852	1321
YAP1	168	687	570	282	274	284	341	379	269
ATRN	427	1821	1437	326	351	323	537	588	438
SLC7A1	106	501	374	123	138	150	233	190	150
MRPS16	298	1359	1150	210	220	207	330	289	231
ABCE1	215	988	766	468	511	603	889	910	740
CDC123	300	1472	1285	203	224	203	365	382	253
NUMB	153	600	501	231	241	243	347	386	273
RUVBL1	208	1052	805	93	100	94	206	169	138
KLF7	173	774	666	942	1241	1333	1644	1913	1220
NEDD4L	124	619	524	924	939	987	1417	1367	897
CLK1	244	1017	1022	3403	4215	4926	5238	7453	4665
KLHL5	235	992	896	326	332	313	470	473	372
EID1	339	1665	1509	369	434	555	629	724	509
COASY	401	2010	1671	495	497	489	681	550	374
MAFG	246	1310	1009	1831	1970	2110	3221	3184	1921
PITRM1	224	1031	745	169	177	166	231	268	181
STRN4	142	812	625	394	469	453	723	563	408
NAPA	180	867	758	465	533	531	449	397	288
SNHG16	323	1544	1308	685	664	632	927	799	737
RNF187	274	1129	930	197	192	180	354	244	250
CCNL2	170	857	775	276	348	330	495	437	331
RNF40	268	1226	945	263	269	228	385	328	305
TEX261	283	1273	964	260	268	241	415	412	306
ICMT	208	1093	807	146	121	154	223	245	194
PUM2	248	1322	1061	720	805	891	1130	1278	932
ECHS1	301	1532	1220	158	167	106	182	208	162
TM9SF4	243	1160	948	366	327	335	546	578	358
SIPA1L3	271	1294	905	370	348	353	724	632	486
SMARCC1	206	989	752	244	263	266	378	395	291
SEC23A	371	1769	1406	249	261	253	373	413	268
PAF1	220	887	726	490	550	539	775	680	495
MYD88	113	503	404	669	607	471	185	179	123
ARL8B	260	1358	1130	566	654	756	885	882	668
NT5DC2	128	667	451	44	65	40	82	80	77
STAT2	54	252	209	920	813	730	133	89	96
TMCO1	296	1381	1044	372	343	365	451	539	329
OSBP	223	953	820	530	509	533	784	876	544
NUP62	185	968	783	468	481	473	742	695	518
PRAME	567	2437	2190	962	952	914	1148	1279	931
SLC2A3	1865	7990	7736	1433	1501	1564	1982	2473	1755
CCNI	185	822	613	227	296	261	411	399	342
ATP2B4	157	672	565	202	215	191	176	176	162
ALKBH5	373	1504	1163	498	561	571	660	880	601
ERCC1	143	683	605	138	143	134	180	192	145
PLCD3	299	1504	1268	282	241	207	465	325	259
CDK12	230	1288	828	476	454	405	652	617	447
PRPF6	179	983	788	202	215	190	304	276	206
SF3B4	173	904	712	549	607	617	823	772	546
CDK2AP1	177	814	773	145	162	148	210	251	207
WIPF2	137	572	479	254	286	262	394	372	304
MSL1	134	705	570	663	687	695	951	954	701
GOLGA3	225	1263	944	586	599	660	1023	953	622
ARHGEF12	272	1285	994	414	460	403	611	604	441
CHD8	289	1144	831	685	653	571	937	836	625
DCAF7	234	1053	842	329	350	284	518	525	383
PIP4K2B	265	1259	1004	333	275	284	477	457	357
PSMC1	261	1096	885	263	270	283	343	395	276
TSR1	369	1717	1326	514	578	620	709	872	578
GNAI3	203	1091	890	197	245	264	330	353	253
HSD17B12	419	1998	1716	424	500	495	752	786	546
ZNF609	187	894	699	289	285	259	506	419	317
COPE	148	866	730	84	114	100	149	118	91
GPS1	206	1070	765	117	112	95	171	143	125
GLB1	336	1653	1233	193	199	156	262	279	222
RRAS	78	381	295	81	109	83	166	151	105
POLR1D	181	931	743	308	355	409	461	491	340
NDUFA10	303	1455	1051	143	168	147	250	236	179
ATN1	176	783	703	255	301	246	512	350	255
UBXN1	239	970	818	287	346	324	504	418	330
KDM1A	198	930	760	220	221	226	310	339	281
CHMP1B	196	897	742	954	967	1096	1616	1473	1053
CANT1	231	1175	899	511	567	551	762	584	513
MRPL3	177	870	704	151	158	138	268	255	198
IER5	196	952	795	2004	2194	2179	3274	2631	2032
CD55	146	709	590	600	622	702	556	570	389
ZC3H7B	135	690	556	234	257	201	394	320	240
KPNA1	319	1506	1087	519	528	546	738	877	635
SSH1	131	575	471	194	206	187	292	245	194
WDR82	275	1268	942	381	391	371	586	583	476
RNF167	512	2310	1952	351	415	340	544	556	465
TWF1	235	1155	962	300	381	396	486	589	440
MSH6	228	1067	779	321	335	287	394	462	339
ARHGAP5	405	1991	1469	782	824	825	1203	1139	937
SH3GLB1	219	996	825	361	380	362	427	447	316
CSTA	2	20	21	2	4	1	2	3	3
MRPS34	267	1216	1001	161	193	177	293	212	168
ATF3	90	435	338	1408	1624	1714	2795	3054	2015
GDF15	197	960	764	1192	1395	1534	2641	2030	1504
MAPK1IP1L	241	988	800	491	543	587	753	815	567
RAB3GAP1	188	943	784	522	634	691	879	904	583
EPHB2	108	615	522	212	266	208	287	225	180
ZNF217	251	998	783	1051	947	1026	1773	1564	1121
FOXK2	207	1024	774	336	383	355	569	518	401
ZFP36L2	90	383	316	299	226	201	436	313	222
TIMM50	247	1278	1033	212	195	180	298	310	203
SMOX	223	1129	870	513	576	523	604	430	333
TANC2	193	927	673	649	701	762	907	876	613
MYO18A	151	541	438	91	89	94	158	150	100
KDM3A	547	2519	2037	2069	3650	4291	3327	6232	4108
SPRR1B	0	0	0	0	0	0	0	0	0
ZC3H12A	58	326	246	819	877	1007	1430	1226	859
RBBP6	194	1075	755	2253	2478	2578	3420	3579	2356
NDUFB10	234	979	874	86	73	81	136	109	93
GALNT5	43	216	183	47	38	28	60	64	52
NUDT21	217	1102	827	267	339	394	497	560	421
RRM2	297	1709	959	109	107	88	143	134	133
SMG7	224	942	725	460	400	411	612	588	455
CDS2	316	1537	1141	428	433	363	621	551	474
RSU1	233	1098	1007	145	125	120	213	193	163
SULF2	397	1651	1285	188	211	176	371	330	290
SAP30BP	301	1502	1195	659	676	693	958	963	643
PXDN	8	52	49	12	11	14	19	17	29
SRCAP	195	918	652	302	314	251	431	361	306
MRPL12	245	1070	939	148	146	144	246	213	174
ZMIZ1	150	672	601	299	353	327	534	514	373
CD276	131	626	546	135	146	145	204	201	185
SSU72	213	890	699	323	374	390	510	519	402
RBM17	215	958	725	371	381	430	553	642	421
RALB	180	824	725	218	219	237	325	342	257
SAMD4B	233	1128	879	337	312	290	477	432	333
AMFR	236	1073	937	283	310	294	450	454	319
GBF1	200	1079	802	424	415	384	650	567	403
FGD6	258	1226	1045	1012	977	1081	1543	1336	1014
IDH3B	335	1477	1229	378	413	331	535	526	359
DNTTIP2	288	1375	1034	1113	1242	1244	1584	1637	1062
DHRS7	221	1130	888	208	223	182	229	220	203
SEL1L3	195	995	776	148	145	120	214	223	169
NDUFS1	291	1359	1086	251	264	246	421	357	268
MRPS21	283	1111	883	305	323	313	443	438	368
GNG5	167	734	559	218	259	275	284	271	214
DPP9	125	707	513	155	154	143	247	189	168
JTB	232	1138	895	265	282	207	383	329	272
PSMD12	275	1320	1023	586	648	616	737	834	588
IL4R	57	232	188	186	220	202	212	205	129
B4GALT4	390	1654	1417	511	546	544	687	856	543
USP14	213	982	711	262	276	280	396	412	298
SIRPA	134	722	560	118	113	99	160	126	99
SCAF1	142	726	482	276	361	345	497	377	243
WSB1	260	1192	1031	1072	1242	1596	1440	1816	1236
RABAC1	119	523	495	143	138	108	111	74	81
DNAJA2	216	1028	866	397	379	403	558	556	403
GLYR1	295	1299	911	358	442	451	652	642	469
SLC25A1	129	718	601	89	86	62	169	101	110
GSK3B	227	1054	804	622	669	691	1007	988	784
ZFAND6	272	1488	1314	288	308	409	469	515	412
DDX60L	80	429	274	999	913	747	198	114	102
SNF8	329	1537	1261	303	301	282	424	410	334
H1FX	89	507	312	406	497	552	927	569	378
IREB2	553	2659	2057	934	964	1053	1480	1537	1086
CXCL3	26	159	123	759	830	837	1596	1333	914
ASXL1	167	810	657	785	816	734	1283	1013	796
CD2BP2	286	1250	1032	503	553	499	725	671	500
CENPB	231	1117	888	348	399	307	546	369	286
UPF1	209	1034	750	319	266	266	450	380	296
CREG1	168	992	716	92	99	106	132	124	93
DKK3	83	337	296	96	127	79	75	72	54
UBE2M	253	1323	1072	322	357	318	548	472	365
MMADHC	253	1039	892	490	482	542	716	771	528
MCAM	8	37	37	11	14	10	13	13	9
EEF1A2	360	1657	1317	306	355	361	573	484	297
STK25	163	916	800	157	179	175	326	244	196
NCLN	128	742	565	157	133	127	231	176	166
UBFD1	236	1115	847	321	339	300	328	361	257
PUM1	203	976	766	572	619	735	943	1045	699
MMP7	268	1157	1182	185	134	122	197	146	115
DNM1L	264	1125	879	403	407	392	493	549	368
SNW1	211	983	754	605	743	849	989	1191	739
FTSJ3	228	908	760	218	244	204	333	311	238
DENR	266	1084	894	360	397	389	575	520	425
11-Sep	182	976	634	131	149	119	203	206	180
TMEM214	159	752	644	157	158	159	262	223	189
WSB2	181	916	743	334	337	324	408	372	309
NOP2	251	1134	925	308	328	263	424	464	318
EIF3G	153	672	547	195	200	186	251	239	144
FMNL2	262	1381	1058	639	651	745	898	826	600
SS18	225	1052	756	240	238	254	362	357	285
KAT2A	216	1212	1010	491	555	593	724	790	533
RPL22L1	85	358	356	415	476	470	570	694	445
PGAP3	28	130	107	26	32	23	45	44	23
A2M	0	4	1	6	0	0	0	0	1
ARFGAP1	210	980	858	294	283	302	431	313	247
TCIRG1	178	930	780	259	232	233	318	239	201
CLNS1A	266	1179	937	246	233	233	318	325	228
NFKBIZ	58	381	267	1681	1833	1907	2617	2252	1739
PAFAH1B2	144	692	549	150	175	169	255	240	170
APOL2	347	1418	1441	1227	1213	997	470	525	338
SAFB	158	827	599	318	360	336	500	506	353
SPEN	173	904	642	524	567	523	783	828	580
DEGS1	267	1407	1157	355	371	272	401	482	373
SMC3	212	998	698	544	613	614	916	1041	643
TUBG1	163	820	550	121	131	108	256	214	175
